dataset_name	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013
study_condition	control	control	control	control	control	control	control	control	control	control	T2D	control	control	control	control	control	T2D	control	control	control	T2D	T2D	T2D	T2D	T2D	control	control	control	T2D	control	T2D	T2D	T2D	T2D	control	T2D	T2D	T2D	control	T2D	T2D	T2D	T2D	control	T2D	T2D	T2D	T2D	control	control	T2D	T2D	control	T2D	T2D	T2D	T2D	T2D	control	T2D	T2D	T2D	T2D	T2D	T2D	T2D	T2D	control	T2D	T2D	T2D	T2D	T2D	T2D	T2D	T2D	T2D	control	control	T2D	T2D	control	T2D	T2D	T2D	T2D	control	control	control	control	control	control	control	control	control	control
k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	0	3.56364	0.83912	9.28705	0.0667	0.70695	0	0	0.31143	0.16602	0.73986	4.20148	0	0	0.69907	0	3.69241	0	7.86288	0	0	0	0	17.74674	3.41586	0	0	0.32707	0	0.22899	0	0	0	4.41472	0	1.19069	1.88593	3.50291	0	0	0.00319	0.73967	0	0	8.39817	0	0.99471	0	0	5.43113	1.21708	0.3941	0.42259	0.23238	0	0	0	0.96594	0	0	0	3.29571	0.10796	2.56175	0.71723	0	1.97903	0.33165	1.2302	0.09652	0	0	1.63319	0.0724	0	1.17608	2.38071	0	0	0	4.91214	0.07946	1.17256	0	0	0	0.60149	0	2.36439	6.92651	0.00136	2.48848	2.07333	7.78051	0
k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanosphaera.s__Methanosphaera_stadtmanae	0	0	0.27514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99506	0	0	0	0	0	0	0	0	0	0	0.26074	0	0	0	0	0	0	0	0.1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04708	0	0.16852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29385	0	0	0	0	0	0	0	0
k__Archaea.p__Euryarchaeota.c__Thermoplasmata.o__Methanomassiliicoccales.f__Methanomassiliicoccaceae.g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	0	0	0.09549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinobaculum.s__Actinobaculum_sp_oral_taxon_183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00092	0	0	0	0	0	0	0	0	0.00365	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0.00327	0	0	0	0	0	0	0	0	0	0	0	0	0.08599	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_graevenitzii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00502	0	0.00101	0	0	0.00768	0	0	0	0	0	0	0	0	0	0.02221	0	0	0	0	0	0.00523	0	0	0	0	0	0	0	0.01863	0.00068	0	0.00494	0.00934	0	0	0	0	0	0	0	0	0	0	0.00353	0	0	0.03477	0	0	0	0	0.00762	0	0	0	0	0	0	0	0.00357	0	0	0	0	0	0	0	0.01565	0	0	0	0	0	0	0	0.03796	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_naeslundii	0	0	0	0	0	0	0	0	0	0	0	0.00355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00049	0	0	0	0	0	0	0	0	0.01146	0	0	0.00783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_odontolyticus	0	0	0	0	0	0	0	0	0.01074	0.00327	0	0.04043	0	0.00465	0.00537	0.00353	0.00799	0	0	0.00331	0	0	0	0.00059	0.02198	0	0	0.035	0	0.02829	0	0.02896	0.01386	0.00096	0.02361	0	0	0	0.00298	0	0	0.00081	0	0.06147	0.03146	0	0	0	0	0.01549	0.01785	0.00391	0	0.03443	0	0	0.01455	0.01007	0.02172	0.00399	0.02164	0.01597	0.02451	0.00524	0.036	0.06432	0.0149	0	0.01034	0.01523	0	0	0	0.00236	0.01177	0	0	0	0.06908	0.00452	0.00424	0	0	0	0	0.03992	0.00087	0	0	0	0	0	0	0	0.02247	0.00345
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_oris	0	0	0	0	0	0	0	0	0	0	0	0.00237	0.00262	0	0.01065	0.00737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0139	0	0	0.01647	0.00743	0.00383	0	0	0	0	0.00187	0	0	0	0	0	0	0	0	0.01024	0	0.00222	0.02474	0.01068	0	0	0.0214	0.00648	0	0.01061	0.00797	0.00156	0.01856	0	0.01246	0.00604	0	0	0.00123	0	0	0.00186	0	0	0	0	0.02749	0	0	0	0	0	0	0	0	0.00332	0
