dataset_name	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales	35.86939	27.85282	55.1656	16.55953	13.75114	25.5809	57.90024	8.26542	32.8044	57.19144	27.07435	0.05055	6.1637	45.6716	50.86029	8.2602	18.67728	6.26778	33.24211	37.48721	35.68594	42.86559	0	33.87793	0.0	9.87785	4.93173	25.79394	15.89937	57.94581	10.37632	8.12353	42.67818	39.34636	19.66034	27.31241	40.30246	9.02145	4.10275	35.46279	7.87059	37.48212	32.92253	25.28362	38.45848	4.45269	4.24426	25.20119	42.99873	20.54378	2.37685	32.53008	8.0981
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales	0.01015	0.07202	0.16081	0.07707	0.0	0.0	0.23749	0.0	0.00227	0.0	0.00698	0.0	0.08892	0.03834	0.02293	0.00161	0.05577	0.00085	0.0	0.03076	0.0	0.06693	0	0.0	0	0.02067	0.0037	0.10183	0.0	0.0	0.09115	0.0	0.0	0.0	0.13943	0.0206	0.04682	1.26059	0.0	0.00025	0.00568	0.0	0.0	0.0	0.0	0.0	0.15847	0.12223	0.00541	0.01712	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified	0.52136	0.0	2.48372	0.01989	2.73716	0.9931	0.0	0.15964	1.50784	6.33378	0.14228	0.0	0.0	4.88703	0.0	0.12333	0.30095	0.07966	2.98082	0.0	0.0	0.85558	0	0.15477	0	0.0	1.10045	0.3452	1.31612	0.52371	0.0	0.0	0.30792	0.41356	0.15516	0.22181	1.23766	0.10792	0.0146	1.69843	0.05965	1.32435	0.0996	1.22083	2.9004	0.0	2.91619	0.0	3.36071	1.82831	0.20053	0.94972	0.60657
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales	0.0	1.25121	3.29246	0.39721	0.07692	4.60492	0.10004	4.06795	3.042	0.0	0.0	0.0	0.0	1.93266	4.81635	1.82535	1.9758	1.88523	1.08304	1.21733	0.0	0.0	0	0.0	0	0.0	0.49433	0.0	0.0	0.0	11.29232	0.0	0.0	0.0	0.0	0.0	2.28685	0.0	6.65269	1.7657	0.69018	1.70821	2.06251	0.0	1.17548	0.07544	0.0	0.0	0.83733	0.67244	0.70408	0.47667	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales	0.0	0.00739	0.0	0.0	0.0	0.13899	0.00099	0.0	0.18065	0.0	0.0	0	0.68634	0.0	0.0	0.0	0.0	0.00047	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06318	0.0	0.0	0.0	0.0	0.0	0.0	0.02718	0.0	0.0	0.0	0.0	0.11456	0.102	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales	0.0	0.76518	0.0	0.01377	0.2114	0.04364	0.17228	0.0	0.05115	1.19516	0.06961	0	4.60823	0.0	1.13488	0.48311	0.0	0.16942	0.12675	0.07085	4.52312	0.12414	0	0.32247	0	0	0.03589	0.02081	1.98322	6.8697	0.0	0.67729	7.52473	7.95607	0.12339	0.30247	0.0	0.62924	0.32361	0.0	0.0	0.0	1.51736	0.0	0.0	0.00713	0.0	1.19044	0.0	0.0	0.0	0.0	0.00374
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales	0.0	0.0	0.0	0.0	0.0	0.0	0.04764	0.0	0.00073	0.0	0.0	0	0.28856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales	0.0	0.0	0.0	0.0	0.0	0.03774	0.11791	0.0	0.0	0.0	0.0	0	0.69963	0.0	0.0	0.0	0.26759	0.0	0.0	0.00445	0.0	0.15605	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.36444	0.0	0.0	0.0	0.0	0.0	0.08421	0.0	0.0	0.0059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Lentisphaerae.c__Lentisphaeria.o__Victivallales	0.0	0.04904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13349	0.0	0.20762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17088	0.0	0.0	0.0	0.0	0.0	0.08355	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales	0.0	0.24365	0.29312	0.1858	0.08125	0.24302	0.82664	0.16649	0.63025	0.0	0.0061	0.0	0.0	2.10667	0.0	0.0	0.1565	2.97028	0.01802	0.00675	0.00027	0.5229	0.0	1.70595	0.0	0.00277	0.0	0.75303	0.0049	0.01173	0.49443	0.46072	0.00793	0.01091	0.00069	0.29198	0.39762	0.0	0.00199	1.11328	0.27626	0.84819	0.65109	0.0081	0.80553	0.0	0.0	0.08851	0.16269	0.00105	0.10687	0.07201	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales	0.0	0.0	0.0	0.0	0.0	0.0	0.31439	0.0	0.0	0.0	0.00477	2.38627	0.09494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02417	0.00161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01874	0.0	0.12953	0.00724	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales	0.0	0.01515	0.00084	0.30423	0.00499	2.45762	0.03417	0.21912	2.65076	0.10445	0.3844	0.0	0.35436	1.55817	0.00221	0.0882	3.04634	0.60285	0.20531	1.83746	0.0	0.0	0.0	0.07946	0.0	0.0	0.01935	0.17859	0.03796	0.03693	0.4455	0.0	0.07266	0.11436	1.09469	3.0369	0.77896	1.26369	0.7509	1.60022	0.61743	1.53413	0.24574	0.43014	0.5954	0.0263	0.02592	0.11313	0.082	0.08728	0.10857	0.00146	0.31686
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0929	0.0	0.0	0.0	0.0	0.0	0.93923	0.0	0.00287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales	38.74306	0.05408	0.92899	3.239	0.22049	0.18769	8.1851	34.43512	2.35365	0.9073	0.94877	54.90981	0.30932	0	1.45871	0.01382	0.06852	0.00113	0.41614	4.5239	0	3.86352	98.71522	0.03965	99.56862	21.25054	0.79069	8.00351	0.46717	1.02302	4.55185	0.34287	0.00146	0.0	0.06362	0	2.12598	10.99297	0.02321	0.03649	0.9464	0.04925	13.16944	0.00841	0	4.05604	5.21576	25.54747	3.57495	0.14609	0.00375	1.01891	4.71332
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales	0.0	0.0	0.0	0.0	0.0	0.0	0.43441	0.0	0.0	0.0	0.0	0.01709	0.0	0.0	0.02572	0.0	0	0.00348	0.00066	0.11927	0	0.04927	0.0	0.0	0.01472	0.0	0.00229	0.0	0.0	0.12611	0.0	0.0	0.01806	0.016	0.0	0.0	0.0	0.0	0.0	0.00518	0.0	0.0	0.09358	0.0	0.0	0.01361	1.21334	0	0.00728	0.02364	0.0	0.01169	0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01615	0.0	0.0	1.17726	0.61369	0.0	0.00011	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.83759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.50666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5321	0	0.0	0.03076	0.0	0.0	0
k__Bacteria.p__Proteobacteria.c__Proteobacteria_unclassified.o__Proteobacteria_unclassified	0.0	0.0	0.0193	0.46179	0.0	0.0084	0.0	1.32447	1.51989	0.0	0.013	0.0	0.0	0.16174	0.0	0.0	0	0.30986	0.0	0.0	0	4.9236	0.0	0.11847	0.0	0.0	0.0	0.04593	0.09085	0.13883	3.94956	3.26811	0.07322	0.07439	0.0	0.0	0.02522	0.0	0.0	0.0853	2.26871	0.05036	0.03395	0.0	0.91733	0.0	0.0	0	1.3338	0.0	0.21484	0.40421	0
k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales	0.12965	0.0	0.0	0.00259	0.0	0.16088	0.00286	0.92223	0.0	0.0059	0.00162	0	32.24965	0.0	0.02802	0.0	0	0.0	0	0.48733	0	0.0	0.0	0.01424	0	0	0	0.0	0.02325	0	0.0	0	0	0	0.07136	0.0	0	0	0.48439	0.0	0	0.0	0.23871	0.0	0	0	4.83322	0	0.0	0.0	0.08525	0.0	0
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales	23.66551	2.85561	0.00686	15.66149	29.93876	3.6591	0.29683	2.90744	2.23572	0.0	0.0	0	0.0	0.57783	0.02118	2.59982	0	0.04887	0	8.53086	0	0.04897	0.0	7.03657	0	0	0	4.21262	0.0	0	1.32267	0	0	0	0.00944	0.52322	0	0	0.0	8.29333	0	6.64223	0.0	6.67213	0	0	9.37244	0	6.61653	8.50146	0.91603	0.43015	0
